"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 01, 2019","0.05709","0.05495","0.06137","0.05244","3.85M","3.90%"
"Jan 31, 2019","0.05495","0.05886","0.06008","0.05394","2.85M","-6.64%"
"Jan 30, 2019","0.05886","0.05932","0.06012","0.05756","3.13M","-0.78%"
"Jan 29, 2019","0.05932","0.05925","0.06455","0.05630","6.89M","0.12%"
"Jan 28, 2019","0.05925","0.06772","0.06772","0.05546","3.48M","-12.51%"
"Jan 27, 2019","0.06772","0.07212","0.07247","0.06532","4.62M","-6.10%"
"Jan 26, 2019","0.07212","0.07634","0.07781","0.07144","2.82M","-5.54%"
"Jan 25, 2019","0.07634","0.07949","0.08303","0.07506","3.33M","-3.96%"
"Jan 24, 2019","0.07949","0.08522","0.08529","0.07809","4.46M","-6.72%"
"Jan 23, 2019","0.08522","0.10300","0.10520","0.08259","12.52M","-17.26%"
"Jan 22, 2019","0.10300","0.06856","0.10749","0.06491","41.18M","50.23%"
"Jan 21, 2019","0.06856","0.06676","0.07250","0.06539","10.27M","2.70%"
"Jan 20, 2019","0.06676","0.06801","0.06906","0.05942","6.94M","-1.85%"
"Jan 19, 2019","0.06801","0.06208","0.07275","0.06201","21.01M","9.76%"
"Jan 18, 2019","0.06196","0.05810","0.06602","0.05128","16.58M","6.65%"
"Jan 17, 2019","0.05810","0.04828","0.06255","0.04817","24.79M","20.35%"
"Jan 16, 2019","0.04828","0.04068","0.04968","0.04035","8.87M","18.68%"
"Jan 15, 2019","0.04068","0.04075","0.04400","0.03963","2.46M","-0.18%"
"Jan 14, 2019","0.04075","0.03786","0.04099","0.03786","1.54M","7.63%"
"Jan 13, 2019","0.03786","0.03961","0.04061","0.03735","1.40M","-4.42%"
"Jan 12, 2019","0.03961","0.03993","0.04237","0.03919","688.54K","-0.79%"
"Jan 11, 2019","0.03993","0.03850","0.04103","0.03812","1.05M","3.72%"
"Jan 10, 2019","0.03850","0.04381","0.04486","0.03814","3.35M","-12.11%"
"Jan 09, 2019","0.04381","0.04323","0.04631","0.04323","2.14M","1.34%"
"Jan 08, 2019","0.04323","0.04683","0.04743","0.04265","4.20M","-7.69%"
"Jan 07, 2019","0.04683","0.04364","0.04750","0.04184","3.85M","7.32%"
"Jan 06, 2019","0.04364","0.04263","0.04444","0.04140","1.24M","2.36%"
"Jan 05, 2019","0.04263","0.04119","0.04492","0.04067","2.62M","3.51%"
"Jan 04, 2019","0.04119","0.04077","0.04152","0.03976","1.15M","1.02%"
"Jan 03, 2019","0.04077","0.04225","0.04274","0.04013","1.25M","-3.50%"
"Jan 02, 2019","0.04225","0.04145","0.04515","0.04119","2.84M","1.91%"
"Jan 01, 2019","0.04145","0.03966","0.04152","0.03913","461.75K","4.53%"
"Dec 31, 2018","0.03966","0.03995","0.04080","0.03917","360.83K","-0.73%"
"Dec 30, 2018","0.03995","0.03922","0.04065","0.03901","1.21M","1.88%"
"Dec 29, 2018","0.03922","0.04201","0.04249","0.03922","2.41M","-6.65%"
"Dec 28, 2018","0.04201","0.03660","0.04673","0.03637","2.93M","14.78%"
"Dec 27, 2018","0.03660","0.04157","0.04211","0.03595","3.55M","-11.95%"
"Dec 26, 2018","0.04157","0.04080","0.04352","0.03992","1.94M","1.89%"
"Dec 25, 2018","0.04080","0.04647","0.04653","0.03915","4.21M","-11.77%"
"Dec 24, 2018","0.04624","0.04478","0.04931","0.04478","4.40M","3.26%"
"Dec 23, 2018","0.04478","0.04383","0.04622","0.04372","2.30M","2.17%"
"Dec 22, 2018","0.04383","0.04176","0.04450","0.04176","2.06M","4.95%"
"Dec 21, 2018","0.04176","0.04234","0.04477","0.04119","3.31M","-1.38%"
"Dec 20, 2018","0.04234","0.03964","0.04397","0.03863","3.79M","6.82%"
"Dec 19, 2018","0.03964","0.04060","0.04272","0.03896","3.44M","-2.05%"
"Dec 18, 2018","0.04047","0.03766","0.04050","0.03643","2.51M","7.47%"
"Dec 17, 2018","0.03766","0.03324","0.03820","0.03273","3.62M","13.30%"
"Dec 16, 2018","0.03324","0.03251","0.03420","0.03251","1.34M","2.55%"
"Dec 15, 2018","0.03241","0.03354","0.03412","0.03158","1.88M","-3.38%"
"Dec 14, 2018","0.03354","0.03490","0.03524","0.03297","1.08M","-3.88%"
"Dec 13, 2018","0.03490","0.03630","0.03777","0.03488","2.39M","-3.86%"
"Dec 12, 2018","0.03630","0.03623","0.03669","0.03556","900.83K","-0.10%"
"Dec 11, 2018","0.03634","0.03594","0.03645","0.03519","804.27K","1.09%"
"Dec 10, 2018","0.03594","0.03658","0.03723","0.03493","1.70M","-1.73%"
"Dec 09, 2018","0.03658","0.03575","0.03764","0.03432","2.07M","2.33%"
"Dec 08, 2018","0.03575","0.03523","0.03790","0.03380","3.72M","1.46%"
"Dec 07, 2018","0.03523","0.03889","0.03924","0.03240","4.65M","-9.40%"
"Dec 06, 2018","0.03889","0.04565","0.05012","0.03889","10.09M","-14.81%"
"Dec 05, 2018","0.04565","0.04336","0.05210","0.04125","8.12M","5.28%"
"Dec 04, 2018","0.04336","0.04273","0.04502","0.04210","3.01M","0.66%"
"Dec 03, 2018","0.04307","0.04544","0.04577","0.04216","2.14M","-5.20%"
"Dec 02, 2018","0.04544","0.04689","0.04788","0.04531","1.77M","-3.11%"
"Dec 01, 2018","0.04689","0.04444","0.04916","0.04405","1.80M","5.51%"
"Nov 30, 2018","0.04444","0.04895","0.04895","0.04266","2.35M","-9.21%"
"Nov 29, 2018","0.04895","0.04970","0.05185","0.04640","3.86M","-1.51%"
"Nov 28, 2018","0.04970","0.04444","0.05410","0.04444","3.98M","11.84%"
"Nov 27, 2018","0.04444","0.04320","0.04496","0.04123","3.38M","2.87%"
"Nov 26, 2018","0.04320","0.04375","0.04594","0.04094","3.07M","-1.25%"
"Nov 25, 2018","0.04375","0.04249","0.04540","0.03871","4.17M","2.70%"
"Nov 24, 2018","0.04260","0.04874","0.05046","0.04164","4.09M","-12.27%"
"Nov 23, 2018","0.04855","0.04664","0.04900","0.04418","4.49M","4.11%"
"Nov 22, 2018","0.04664","0.04867","0.06002","0.04664","9.81M","-4.18%"
"Nov 21, 2018","0.04867","0.04650","0.05168","0.04330","3.07M","4.67%"
"Nov 20, 2018","0.04650","0.05296","0.05622","0.04210","5.95M","-12.20%"
"Nov 19, 2018","0.05296","0.06977","0.07026","0.05124","5.16M","-24.09%"
"Nov 18, 2018","0.06977","0.06996","0.07281","0.06950","870.75K","-0.27%"
"Nov 17, 2018","0.06996","0.07215","0.07224","0.06860","1.02M","-3.03%"
"Nov 16, 2018","0.07215","0.07597","0.07691","0.07034","1.20M","-5.04%"
"Nov 15, 2018","0.07597","0.08028","0.08204","0.06686","3.54M","-5.36%"
"Nov 14, 2018","0.08028","0.09572","0.09599","0.07570","4.92M","-16.13%"
"Nov 13, 2018","0.09572","0.09919","0.09954","0.09504","740.70K","-3.50%"
"Nov 12, 2018","0.09919","0.10042","0.10217","0.09804","960.68K","-1.22%"
"Nov 11, 2018","0.10042","0.10410","0.10432","0.09825","1.83M","-3.54%"
"Nov 10, 2018","0.10410","0.10435","0.10541","0.10394","630.86K","-0.24%"
"Nov 09, 2018","0.10435","0.10694","0.10959","0.10380","1.79M","-2.42%"
"Nov 08, 2018","0.10694","0.11361","0.11431","0.10694","1.89M","-5.87%"
"Nov 07, 2018","0.11361","0.10904","0.11544","0.10833","1.83M","4.19%"
"Nov 06, 2018","0.10904","0.10800","0.10981","0.10700","2.45M","0.97%"
"Nov 05, 2018","0.10800","0.11308","0.11329","0.10505","2.39M","-4.50%"
"Nov 04, 2018","0.11308","0.11770","0.11770","0.11042","2.14M","-3.92%"
"Nov 03, 2018","0.11770","0.11816","0.11816","0.11482","971.69K","-0.39%"
"Nov 02, 2018","0.11816","0.11883","0.11988","0.11550","2.33M","-0.56%"
"Nov 01, 2018","0.11883","0.11416","0.12065","0.11225","2.64M","4.09%"
"Oct 31, 2018","0.11416","0.10807","0.11550","0.10500","2.64M","5.64%"
"Oct 30, 2018","0.10807","0.10559","0.10932","0.10520","1.01M","2.35%"
"Oct 29, 2018","0.10559","0.11459","0.11536","0.10420","2.48M","-7.86%"
"Oct 28, 2018","0.11459","0.11367","0.11704","0.11290","1.64M","0.82%"
"Oct 27, 2018","0.11367","0.12142","0.12444","0.11320","4.08M","-6.39%"
"Oct 26, 2018","0.12142","0.11985","0.12453","0.11488","4.57M","1.31%"
"Oct 25, 2018","0.11985","0.12140","0.12234","0.11514","4.43M","-1.28%"
"Oct 24, 2018","0.12140","0.11514","0.12809","0.11456","6.01M","5.43%"
"Oct 23, 2018","0.11514","0.11395","0.11589","0.11280","1.17M","1.05%"
"Oct 22, 2018","0.11395","0.11317","0.11417","0.11160","1.21M","0.68%"
"Oct 21, 2018","0.11317","0.11436","0.11693","0.11278","1.26M","-1.04%"
"Oct 20, 2018","0.11436","0.10951","0.11739","0.10856","2.02M","4.43%"
"Oct 19, 2018","0.10951","0.10893","0.11089","0.10717","1.27M","0.54%"
"Oct 18, 2018","0.10893","0.11545","0.11635","0.10627","2.54M","-5.65%"
"Oct 17, 2018","0.11545","0.11626","0.11706","0.11300","2.27M","-0.70%"
"Oct 16, 2018","0.11626","0.11321","0.12092","0.10978","5.61M","2.69%"
"Oct 15, 2018","0.11321","0.10540","0.12139","0.10428","7.42M","7.41%"
"Oct 14, 2018","0.10540","0.10737","0.11979","0.10390","7.73M","-1.84%"
"Oct 13, 2018","0.10737","0.09856","0.11110","0.09843","4.11M","8.95%"
"Oct 12, 2018","0.09856","0.09525","0.10389","0.09480","2.59M","3.47%"
"Oct 11, 2018","0.09525","0.12004","0.12004","0.09525","5.48M","-20.65%"
"Oct 10, 2018","0.12004","0.11880","0.12184","0.11220","4.75M","1.04%"
"Oct 09, 2018","0.11880","0.11071","0.12120","0.11042","3.56M","7.31%"
"Oct 08, 2018","0.11071","0.10947","0.11303","0.10821","2.41M","1.13%"
"Oct 07, 2018","0.10947","0.11117","0.11328","0.10684","2.44M","-1.52%"
"Oct 06, 2018","0.11117","0.11823","0.12181","0.10859","5.33M","-5.97%"
"Oct 05, 2018","0.11823","0.11032","0.12447","0.11008","9.29M","7.17%"
"Oct 04, 2018","0.11032","0.10249","0.11426","0.10249","4.77M","7.64%"
"Oct 03, 2018","0.10249","0.10882","0.10882","0.10097","4.64M","-5.82%"
"Oct 02, 2018","0.10882","0.10122","0.13565","0.10068","19.44M","7.51%"
"Oct 01, 2018","0.10122","0.10307","0.10490","0.10000","1.70M","-1.79%"
"Sep 30, 2018","0.10307","0.10365","0.10614","0.10190","1.74M","-0.56%"
"Sep 29, 2018","0.10365","0.10008","0.10506","0.09680","1.89M","3.57%"
"Sep 28, 2018","0.10008","0.09813","0.10438","0.09786","2.38M","1.81%"
"Sep 27, 2018","0.09830","0.09335","0.09948","0.09240","1.14M","5.30%"
"Sep 26, 2018","0.09335","0.09466","0.09617","0.09101","1.34M","-1.38%"
"Sep 25, 2018","0.09466","0.09670","0.09670","0.08885","1.73M","-2.11%"
"Sep 24, 2018","0.09670","0.10374","0.10533","0.09523","2.02M","-6.79%"
"Sep 23, 2018","0.10374","0.10569","0.10774","0.10195","2.74M","-1.85%"
"Sep 22, 2018","0.10569","0.09972","0.11205","0.09802","5.43M","5.99%"
"Sep 21, 2018","0.09972","0.09522","0.10063","0.09398","5.15M","4.73%"
"Sep 20, 2018","0.09522","0.09257","0.09688","0.09122","4.89M","2.87%"
"Sep 19, 2018","0.09257","0.09023","0.09472","0.08736","4.94M","2.60%"
"Sep 18, 2018","0.09023","0.08431","0.09536","0.08315","4.60M","7.01%"
"Sep 17, 2018","0.08431","0.09577","0.10059","0.08221","7.08M","-11.73%"
"Sep 16, 2018","0.09551","0.09066","0.09615","0.08681","5.88M","5.35%"
"Sep 15, 2018","0.09066","0.08869","0.09172","0.08687","5.23M","2.23%"
"Sep 14, 2018","0.08869","0.08974","0.09153","0.08392","6.78M","-1.17%"
"Sep 13, 2018","0.08974","0.08347","0.09092","0.08316","5.87M","7.51%"
"Sep 12, 2018","0.08347","0.08944","0.08961","0.08021","6.14M","-6.68%"
"Sep 11, 2018","0.08944","0.09030","0.09443","0.08539","5.51M","-0.95%"
"Sep 10, 2018","0.09030","0.08829","0.09197","0.08746","4.82M","2.27%"
"Sep 09, 2018","0.08829","0.08992","0.09441","0.08639","6.73M","-1.81%"
"Sep 08, 2018","0.08992","0.09730","0.09943","0.08948","4.90M","-7.50%"
"Sep 07, 2018","0.09722","0.10088","0.10293","0.09431","5.43M","-3.63%"
"Sep 06, 2018","0.10088","0.10130","0.10136","0.09055","6.66M","-0.41%"
"Sep 05, 2018","0.10130","0.12438","0.12592","0.10130","8.16M","-18.56%"
"Sep 04, 2018","0.12438","0.11928","0.12967","0.11738","6.89M","4.28%"
"Sep 03, 2018","0.11928","0.12133","0.12358","0.11614","6.55M","-1.69%"
"Sep 02, 2018","0.12133","0.12902","0.12962","0.11945","6.58M","-5.96%"
"Sep 01, 2018","0.12902","0.11991","0.13206","0.11991","6.72M","7.60%"
"Aug 31, 2018","0.11991","0.11941","0.12231","0.11566","6.96M","0.42%"
"Aug 30, 2018","0.11941","0.12862","0.13093","0.11261","6.68M","-7.16%"
"Aug 29, 2018","0.12862","0.13315","0.13658","0.12558","6.57M","-3.40%"
"Aug 28, 2018","0.13315","0.13036","0.13778","0.12430","7.82M","2.26%"
"Aug 27, 2018","0.13020","0.11490","0.13103","0.11363","7.54M","13.32%"
"Aug 26, 2018","0.11490","0.10926","0.11573","0.10445","6.60M","5.16%"
"Aug 25, 2018","0.10926","0.10590","0.11206","0.10369","6.89M","3.17%"
"Aug 24, 2018","0.10590","0.10522","0.10661","0.09970","5.43M","0.33%"
"Aug 23, 2018","0.10555","0.10028","0.10874","0.09700","5.94M","5.26%"
"Aug 22, 2018","0.10028","0.10454","0.11427","0.09972","6.67M","-4.08%"
"Aug 21, 2018","0.10454","0.10017","0.10845","0.09998","5.24M","4.36%"
"Aug 20, 2018","0.10017","0.11584","0.11787","0.10000","6.68M","-13.53%"
"Aug 19, 2018","0.11584","0.11440","0.12150","0.11001","6.63M","1.26%"
"Aug 18, 2018","0.11440","0.13489","0.13898","0.10618","9.48M","-15.19%"
"Aug 17, 2018","0.13489","0.10070","0.14206","0.10039","9.33M","33.95%"
"Aug 16, 2018","0.10070","0.09706","0.10325","0.09457","5.61M","3.75%"
"Aug 15, 2018","0.09706","0.09467","0.10348","0.09385","7.04M","2.52%"
"Aug 14, 2018","0.09467","0.11214","0.11228","0.08801","9.66M","-15.52%"
"Aug 13, 2018","0.11206","0.11435","0.13424","0.11050","10.42M","-2.00%"
"Aug 12, 2018","0.11435","0.11537","0.11778","0.11126","5.44M","-1.31%"
"Aug 11, 2018","0.11587","0.12283","0.12367","0.10835","6.13M","-5.67%"
"Aug 10, 2018","0.12283","0.13567","0.14079","0.12099","6.72M","-9.46%"
"Aug 09, 2018","0.13567","0.12689","0.14400","0.12519","6.68M","6.92%"
"Aug 08, 2018","0.12689","0.15344","0.15442","0.12457","10.71M","-17.30%"
"Aug 07, 2018","0.15344","0.16734","0.17146","0.15276","5.26M","-8.31%"
"Aug 06, 2018","0.16734","0.17491","0.18233","0.16321","6.36M","-4.33%"
"Aug 05, 2018","0.17491","0.16608","0.17828","0.16326","6.26M","5.32%"
"Aug 04, 2018","0.16608","0.17394","0.18452","0.16300","7.18M","-4.52%"
"Aug 03, 2018","0.17394","0.19921","0.19921","0.16963","8.12M","-12.69%"
"Aug 02, 2018","0.19921","0.22160","0.23437","0.19710","5.49M","-10.10%"
"Aug 01, 2018","0.22160","0.23576","0.23929","0.21823","5.39M","-6.01%"
"Jul 31, 2018","0.23576","0.25871","0.26042","0.23084","6.08M","-8.87%"
"Jul 30, 2018","0.25871","0.27295","0.27412","0.25018","5.32M","-5.22%"
"Jul 29, 2018","0.27295","0.27542","0.27984","0.27219","4.94M","-0.90%"
"Jul 28, 2018","0.27542","0.26645","0.28227","0.26469","4.74M","3.37%"
"Jul 27, 2018","0.26645","0.26192","0.27272","0.25673","5.76M","1.73%"
"Jul 26, 2018","0.26192","0.28132","0.28498","0.26083","5.86M","-6.87%"
"Jul 25, 2018","0.28125","0.27907","0.28770","0.27343","6.67M","0.78%"
"Jul 24, 2018","0.27907","0.26245","0.28750","0.25976","6.06M","6.33%"
"Jul 23, 2018","0.26245","0.26824","0.29537","0.26064","5.59M","-2.16%"
"Jul 22, 2018","0.26824","0.27922","0.28793","0.26630","5.62M","-3.93%"
"Jul 21, 2018","0.27922","0.27114","0.28311","0.25108","9.40M","2.68%"
"Jul 20, 2018","0.27192","0.29399","0.29416","0.26824","6.16M","-7.50%"
"Jul 19, 2018","0.29399","0.30848","0.31200","0.28537","5.51M","-4.70%"
"Jul 18, 2018","0.30848","0.31882","0.34350","0.30261","7.15M","-3.24%"
"Jul 17, 2018","0.31882","0.29610","0.32987","0.28701","8.46M","7.68%"
"Jul 16, 2018","0.29610","0.27094","0.29765","0.26303","7.05M","9.28%"
"Jul 15, 2018","0.27094","0.25788","0.27256","0.25573","5.38M","5.07%"
"Jul 14, 2018","0.25788","0.25450","0.26139","0.25239","3.62M","1.32%"
"Jul 13, 2018","0.25450","0.25199","0.26274","0.25069","6.76M","1.00%"
"Jul 12, 2018","0.25199","0.26649","0.26715","0.25021","6.48M","-5.44%"
"Jul 11, 2018","0.26649","0.27564","0.27895","0.25525","7.02M","-3.32%"
"Jul 10, 2018","0.27564","0.31263","0.31553","0.27388","7.63M","-11.83%"
"Jul 09, 2018","0.31263","0.32695","0.35930","0.30915","7.58M","-4.38%"
"Jul 08, 2018","0.32695","0.32803","0.33856","0.32406","5.45M","-0.33%"
"Jul 07, 2018","0.32803","0.33771","0.34965","0.31746","6.63M","-2.87%"
"Jul 06, 2018","0.33771","0.33588","0.34142","0.32168","6.09M","0.54%"
"Jul 05, 2018","0.33588","0.36680","0.37118","0.33094","6.19M","-8.43%"
"Jul 04, 2018","0.36680","0.35521","0.37663","0.34649","6.51M","3.10%"
"Jul 03, 2018","0.35578","0.37314","0.39306","0.34970","6.70M","-4.65%"
"Jul 02, 2018","0.37314","0.34417","0.37314","0.33125","6.37M","8.68%"
"Jul 01, 2018","0.34333","0.35570","0.36995","0.33181","6.35M","-3.48%"
"Jun 30, 2018","0.35570","0.33487","0.36890","0.33009","7.30M","7.10%"
"Jun 29, 2018","0.33212","0.31555","0.33866","0.31003","6.00M","5.25%"
"Jun 28, 2018","0.31555","0.32832","0.34393","0.31555","5.35M","-3.89%"
"Jun 27, 2018","0.32832","0.32128","0.33210","0.31511","5.38M","2.19%"
"Jun 26, 2018","0.32128","0.33804","0.34713","0.30725","5.83M","-4.95%"
"Jun 25, 2018","0.33800","0.31400","0.34906","0.31135","6.67M","7.64%"
"Jun 24, 2018","0.31400","0.32215","0.32785","0.28128","8.58M","-2.53%"
"Jun 23, 2018","0.32215","0.30739","0.32881","0.29656","6.10M","4.95%"
"Jun 22, 2018","0.30695","0.36252","0.36351","0.29292","8.39M","-15.33%"
"Jun 21, 2018","0.36252","0.37815","0.39585","0.36157","6.55M","-4.29%"
"Jun 20, 2018","0.37876","0.38259","0.38391","0.36189","6.21M","-0.96%"
"Jun 19, 2018","0.38242","0.37668","0.39523","0.36766","6.32M","1.33%"
"Jun 18, 2018","0.37741","0.36278","0.38439","0.35628","5.24M","4.09%"
"Jun 17, 2018","0.36259","0.37574","0.37912","0.36137","4.46M","-3.26%"
"Jun 16, 2018","0.37482","0.35948","0.38320","0.35848","5.28M","4.27%"
"Jun 15, 2018","0.35948","0.37819","0.38160","0.35777","5.90M","-5.24%"
"Jun 14, 2018","0.37938","0.35092","0.38766","0.35091","7.31M","8.00%"
"Jun 13, 2018","0.35126","0.36630","0.41226","0.34095","8.00M","-3.72%"
"Jun 12, 2018","0.36483","0.41898","0.41898","0.35950","6.08M","-12.93%"
"Jun 11, 2018","0.41898","0.40480","0.42579","0.38668","7.88M","3.55%"
"Jun 10, 2018","0.40462","0.48789","0.48862","0.39154","8.21M","-17.11%"
"Jun 09, 2018","0.48817","0.51331","0.51514","0.48725","5.52M","-4.64%"
"Jun 08, 2018","0.51190","0.51844","0.52255","0.49539","5.61M","-1.21%"
"Jun 07, 2018","0.51817","0.53877","0.55099","0.51301","6.42M","-3.63%"
"Jun 06, 2018","0.53768","0.54483","0.55852","0.51984","7.27M","-1.30%"
"Jun 05, 2018","0.54474","0.50225","0.55475","0.48193","6.41M","8.59%"
"Jun 04, 2018","0.50167","0.54831","0.55177","0.49342","6.79M","-8.51%"
"Jun 03, 2018","0.54831","0.51953","0.57149","0.51896","7.95M","5.53%"
"Jun 02, 2018","0.51959","0.50372","0.53879","0.50086","7.31M","2.75%"
"Jun 01, 2018","0.50570","0.51981","0.54669","0.49193","7.51M","-2.72%"
"May 31, 2018","0.51984","0.47511","0.54273","0.47251","6.78M","9.55%"
"May 30, 2018","0.47452","0.48453","0.49886","0.46974","6.94M","-1.96%"
"May 29, 2018","0.48402","0.45089","0.49728","0.44054","6.81M","7.35%"
"May 28, 2018","0.45089","0.49882","0.50242","0.44960","7.51M","-9.61%"
"May 27, 2018","0.49882","0.50076","0.50847","0.49043","5.79M","-0.38%"
"May 26, 2018","0.50072","0.49150","0.51939","0.48756","5.49M","1.98%"
"May 25, 2018","0.49098","0.52392","0.52787","0.48832","6.70M","-6.34%"
"May 24, 2018","0.52423","0.49558","0.52889","0.46730","8.59M","5.78%"
"May 23, 2018","0.49558","0.57579","0.57650","0.46618","9.85M","-13.80%"
"May 22, 2018","0.57494","0.63765","0.64096","0.57002","6.51M","-9.83%"
"May 21, 2018","0.63765","0.66843","0.68792","0.62865","7.51M","-4.61%"
"May 20, 2018","0.66843","0.63181","0.68646","0.62793","7.31M","5.80%"
"May 19, 2018","0.63181","0.63996","0.64986","0.62420","7.16M","-1.27%"
"May 18, 2018","0.63996","0.64424","0.67653","0.62707","6.31M","-0.22%"
"May 17, 2018","0.64136","0.65327","0.68196","0.60953","8.49M","-1.82%"
"May 16, 2018","0.65327","0.70584","0.74564","0.63242","14.01M","-7.32%"
"May 15, 2018","0.70488","0.65230","0.71045","0.64291","8.08M","7.72%"
"May 14, 2018","0.65438","0.68407","0.68561","0.61975","7.78M","-4.11%"
"May 13, 2018","0.68245","0.62715","0.69731","0.60936","7.32M","8.43%"
"May 12, 2018","0.62938","0.64307","0.74157","0.54003","11.35M","-2.13%"
"May 11, 2018","0.64307","0.75428","0.75634","0.60432","12.13M","-14.74%"
"May 10, 2018","0.75428","0.82393","0.82530","0.75256","8.14M","-8.45%"
"May 09, 2018","0.82393","0.85466","0.85486","0.78932","7.28M","-3.38%"
"May 08, 2018","0.85272","0.85562","0.86671","0.80491","7.48M","0.72%"
"May 07, 2018","0.84664","0.86305","0.88027","0.79583","8.67M","-1.90%"
"May 06, 2018","0.86305","0.94146","0.94587","0.81690","11.21M","-8.11%"
"May 05, 2018","0.93921","0.90720","0.96004","0.90124","9.51M","3.53%"
"May 04, 2018","0.90720","0.90896","0.94405","0.87358","9.45M","-0.19%"
"May 03, 2018","0.90896","0.95139","1.00948","0.90340","8.65M","-4.46%"
"May 02, 2018","0.95139","0.95037","1.05208","0.91280","7.37M","0.11%"
"May 01, 2018","0.95037","0.93920","0.97271","0.85339","13.01M","1.20%"
"Apr 30, 2018","0.93906","1.01376","1.12350","0.89903","13.63M","-7.37%"
"Apr 29, 2018","1.01376","0.84322","1.06902","0.84298","19.30M","20.23%"
"Apr 28, 2018","0.84322","0.76023","0.87266","0.74926","11.27M","10.91%"
"Apr 27, 2018","0.76024","0.78919","0.81062","0.75240","8.65M","-3.67%"
"Apr 26, 2018","0.78919","0.72010","0.79642","0.69294","8.21M","9.59%"
"Apr 25, 2018","0.72010","0.85646","0.85646","0.68046","13.93M","-15.96%"
"Apr 24, 2018","0.85690","0.80663","0.85690","0.80034","10.46M","6.23%"
"Apr 23, 2018","0.80663","0.74124","0.81465","0.74005","10.04M","8.82%"
"Apr 22, 2018","0.74124","0.73258","0.79730","0.71764","8.38M","1.20%"
"Apr 21, 2018","0.73244","0.81236","0.83201","0.70005","11.76M","-10.78%"
"Apr 20, 2018","0.82089","0.75056","0.82557","0.66708","8.36M","9.37%"
"Apr 19, 2018","0.75056","0.67861","0.76308","0.67061","6.24M","10.60%"
"Apr 18, 2018","0.67861","0.63408","0.67907","0.62969","4.44M","7.02%"
"Apr 17, 2018","0.63408","0.64782","0.69143","0.62970","6.08M","-2.12%"
"Apr 16, 2018","0.64782","0.63368","0.65560","0.58319","6.56M","2.23%"
"Apr 15, 2018","0.63368","0.61596","0.65089","0.61570","3.60M","2.88%"
"Apr 14, 2018","0.61596","0.57830","0.68654","0.55180","7.14M","5.56%"
"Apr 13, 2018","0.58350","0.56850","0.70426","0.55758","7.39M","2.44%"
"Apr 12, 2018","0.56958","0.45640","0.56958","0.44604","8.01M","24.80%"
"Apr 11, 2018","0.45640","0.41379","0.45853","0.41379","2.32M","10.30%"
"Apr 10, 2018","0.41379","0.41361","0.43283","0.39392","1.74M","0.04%"
"Apr 09, 2018","0.41361","0.40911","0.44450","0.39332","3.19M","1.10%"
"Apr 08, 2018","0.40911","0.38704","0.40926","0.37925","1.98M","5.70%"
"Apr 07, 2018","0.38704","0.35235","0.40938","0.35098","2.18M","9.85%"
"Apr 06, 2018","0.35235","0.36746","0.37976","0.35014","919.33K","-4.11%"
"Apr 05, 2018","0.36746","0.36962","0.37247","0.35128","1.02M","-0.58%"
"Apr 04, 2018","0.36962","0.40753","0.41250","0.36285","1.53M","-9.30%"
"Apr 03, 2018","0.40753","0.36829","0.41699","0.36071","2.19M","10.66%"
"Apr 02, 2018","0.36829","0.37157","0.39035","0.35635","995.29K","-0.88%"
"Apr 01, 2018","0.37157","0.38684","0.39141","0.33464","1.90M","-3.95%"
"Mar 31, 2018","0.38684","0.38670","0.41440","0.38252","1.57M","0.04%"
"Mar 30, 2018","0.38670","0.38240","0.41720","0.36677","2.58M","1.13%"
"Mar 29, 2018","0.38240","0.43752","0.44947","0.37875","2.47M","-12.60%"
"Mar 28, 2018","0.43752","0.40408","0.46487","0.40241","1.66M","8.27%"
"Mar 27, 2018","0.40408","0.42463","0.44205","0.39295","2.42M","-4.84%"
"Mar 26, 2018","0.42463","0.47201","0.47500","0.38627","3.03M","-10.04%"
"Mar 25, 2018","0.47201","0.50021","0.50419","0.45587","1.98M","-5.62%"
"Mar 24, 2018","0.50012","0.45852","0.53150","0.45311","3.31M","9.07%"
"Mar 23, 2018","0.45852","0.44049","0.46221","0.42096","3.18M","4.09%"
"Mar 22, 2018","0.44049","0.41170","0.47860","0.39286","3.44M","6.82%"
"Mar 21, 2018","0.41239","0.34340","0.48129","0.34280","4.36M","20.09%"
"Mar 20, 2018","0.34340","0.31718","0.34341","0.30671","1.76M","8.27%"
"Mar 19, 2018","0.31718","0.28935","0.31990","0.27449","1.23M","9.62%"
"Mar 18, 2018","0.28935","0.28671","0.29337","0.24823","2.22M","-0.15%"
"Mar 17, 2018","0.28978","0.31482","0.31852","0.28703","945.39K","-7.96%"
"Mar 16, 2018","0.31482","0.30793","0.33308","0.29624","859.30K","2.24%"
"Mar 15, 2018","0.30793","0.31188","0.32880","0.29087","1.48M","-1.27%"
"Mar 14, 2018","0.31188","0.33922","0.34608","0.30246","1.70M","-8.06%"
"Mar 13, 2018","0.33922","0.34986","0.36038","0.33649","1.23M","-3.04%"
"Mar 12, 2018","0.34986","0.37735","0.38557","0.34043","1.67M","-7.29%"
"Mar 11, 2018","0.37735","0.36034","0.38894","0.34947","1.96M","4.76%"
"Mar 10, 2018","0.36022","0.40646","0.42327","0.35475","1.15M","-11.38%"
"Mar 09, 2018","0.40646","0.41595","0.43416","0.34771","2.25M","-2.28%"
